iter	Logloss
114	0.2724208874
115	0.2710055488
116	0.2689048581
117	0.2670760872
118	0.2655086323
119	0.2635707441
120	0.2625279772
121	0.2610673784
122	0.2599436392
123	0.2590759448
124	0.2578287379
125	0.2566378589
126	0.2554892073
127	0.2543767357
128	0.2527456927
129	0.2514979286
130	0.2505586211
131	0.2491275005
132	0.2478071092
133	0.2467293247
134	0.2454789626
135	0.244522262
136	0.2432334914
137	0.2416510476
138	0.2408251643
139	0.2395365715
140	0.238135234
141	0.2367873299
142	0.2356046957
143	0.2346675108
144	0.2338565109
145	0.2327819837
146	0.2317219592
147	0.2303296025
148	0.2292233798
149	0.2280778385
150	0.2273045769
151	0.2262747391
152	0.2253617526
153	0.2239579161
154	0.2225255892
155	0.2212831898
156	0.220023535
157	0.2191046471
158	0.2182081578
159	0.2173878767
160	0.2164820334
161	0.2153096605
162	0.2138718153
163	0.2129041934
164	0.2121838167
165	0.2111814541
166	0.2104285026
167	0.209859355
168	0.2084802669
169	0.2075494372
170	0.2069523352
171	0.2056469978
172	0.2044727107
173	0.2032848255
174	0.2023974608
175	0.2014081588
176	0.2005145497
177	0.1996058828
178	0.1984363045
179	0.1973712988
180	0.1966489804
181	0.1953923916
182	0.1946425315
183	0.1937741475
184	0.1927397643
185	0.1918961228
186	0.1912564373
187	0.1904762912
188	0.189813683
189	0.1891251528
190	0.1882868483
191	0.1875532918
192	0.1864863881
193	0.1853621965
194	0.1847814951
195	0.1840870586
196	0.183502364
197	0.1828808945
198	0.1819797953
199	0.1811259934
200	0.180581176
201	0.1801995034
202	0.1798150195
203	0.1792425286
204	0.1785821955
205	0.1780243135
206	0.1771709577
207	0.1767375447
208	0.1762463321
209	0.1753601748
210	0.1746447901
211	0.1742761905
212	0.1737349679
213	0.1730735084
214	0.172410555
215	0.1717373374
216	0.1712322728
217	0.1704304451
218	0.1694287301
219	0.169124737
220	0.1687403303
221	0.1683695021
222	0.167897452
223	0.1672503468
224	0.166361901
225	0.1657853325
226	0.1650180894
227	0.164588545
228	0.163957829
229	0.1634009519
230	0.1629721476
231	0.1624229854
232	0.1618216805
233	0.1612021542
234	0.1606498262
235	0.1601427975
236	0.1596476866
237	0.1590107728
238	0.1584165985
239	0.1576689239
240	0.1571886056
241	0.156512119
242	0.1556745951
243	0.155448683
244	0.1549869166
245	0.1543827574
246	0.1536523845
247	0.1529035154
248	0.152478591
249	0.1520152092
250	0.1513598497
251	0.1508463188
252	0.1502850529
253	0.1497806387
254	0.1491266599
255	0.1485154142
256	0.1480229336
257	0.1475339201
258	0.146925986
259	0.1463452976
260	0.1460176929
261	0.1455444199
262	0.1452023844
263	0.1448801245
264	0.1446048055
265	0.1438819257
266	0.1433420605
267	0.1428928989
268	0.1423706923
269	0.1419314012
270	0.1415958689
271	0.1413148919
272	0.1409972639
273	0.140594911
274	0.1401037649
275	0.1397990287
276	0.1394270081
277	0.1388054171
278	0.1384313957
279	0.1379754439
280	0.1375947617
281	0.1373255571
282	0.1369806443
283	0.1363666893
284	0.135835888
285	0.1353549601
286	0.1350384218
287	0.1347093727
288	0.134303771
289	0.1337131507
290	0.13319812
291	0.1326887909
292	0.1323345394
293	0.1319974196
294	0.1316438196
295	0.1313936064
296	0.1308569952
297	0.1305642334
298	0.1299770483
299	0.1293652135
300	0.1287777498
301	0.1284482557
302	0.1279451248
303	0.1276128869
304	0.1271670058
305	0.1268727342
306	0.1264800418
307	0.1259919822
308	0.1256838747
309	0.1253765647
310	0.1250610018
311	0.124796129
312	0.124392422
313	0.1241003904
314	0.1236615469
315	0.123118241
316	0.1226120187
317	0.1222025303
318	0.1218365413
319	0.1215579417
320	0.1212740086
321	0.1208445128
322	0.1205535026
323	0.1198690067
324	0.1197171203
325	0.11955162
326	0.1191335213
327	0.1188374674
328	0.1184216359
329	0.1181735083
330	0.1177644867
331	0.1174376763
332	0.1172619818
333	0.11675622
334	0.1164370529
335	0.1159592999
336	0.1155194183
337	0.1152024338
338	0.1148245831
339	0.1145004498
340	0.1141854623
341	0.113896172
342	0.1136010717
343	0.1132157631
344	0.1128357356
345	0.1126315481
346	0.1122975828
347	0.1119984045
348	0.1116704202
349	0.111318042
350	0.1111318489
351	0.1108064911
352	0.110438422
353	0.1102186555
354	0.1100009939
355	0.1097259176
356	0.109465229
357	0.1089917774
358	0.1087122246
359	0.1082695256
360	0.1078697905
361	0.1075256216
362	0.1072312788
363	0.1069378219
364	0.1065523048
365	0.1062897577
366	0.1059224761
367	0.105575283
368	0.1052570897
369	0.1049535604
370	0.1047276791
371	0.1045020225
372	0.10414039
373	0.1037727885
374	0.1035229189
375	0.1031918566
376	0.1028305073
377	0.1026199097
378	0.1022451144
379	0.1020028946
380	0.101786022
381	0.1014500098
382	0.1011504047
383	0.100767007
384	0.1005538967
385	0.1002071691
386	0.10003094
387	0.09975943528
388	0.09958650052
389	0.09932309041
390	0.09906881418
391	0.09885745889
392	0.09874209521
393	0.0985396067
394	0.09830114774
395	0.0979637679
396	0.09780319093
397	0.09748431804
398	0.0972483564
399	0.0968534615
400	0.0964759202
401	0.09614796756
402	0.09596087878
403	0.09574353182
404	0.09541751695
405	0.09514589311
406	0.09491923575
407	0.09469028134
408	0.09426228728
409	0.0939958148
410	0.09362427773
411	0.09331371912
412	0.09317114614
413	0.0928796247
414	0.09273648724
415	0.09252437071
416	0.09226273364
417	0.09202238636
418	0.09181010264
419	0.09148264248
420	0.09129649855
421	0.09101932257
422	0.09081174279
423	0.09043314355
424	0.09030304538
425	0.09004930928
426	0.08982878609
427	0.08958266716
428	0.08945330093
429	0.08923855896
430	0.08892740825
431	0.08874246866
432	0.0886130318
433	0.08850148602
434	0.08824947858
435	0.08807831434
436	0.08788289816
437	0.08758425587
438	0.08739685007
439	0.08714552156
440	0.08699707826
441	0.08672843326
442	0.08646040554
443	0.08628146535
444	0.08605611925
445	0.08587912245
446	0.08570159705
447	0.08546178109
448	0.08524481176
449	0.08501523003
450	0.08470568829
451	0.08445880426
452	0.08420827396
453	0.08403585092
454	0.08380979827
455	0.08358389267
456	0.08343886377
457	0.08311941221
458	0.08280675193
459	0.0825904432
460	0.08227646637
461	0.08204087679
462	0.08173205332
463	0.08149313914
464	0.08131377826
465	0.08110573451
466	0.08092184045
467	0.08071563532
468	0.0805049951
469	0.0803055682
470	0.0801709072
471	0.08005419036
472	0.07991804102
473	0.07972312202
474	0.07956870393
475	0.07950691555
476	0.07935598113
477	0.07917419655
478	0.07894119569
479	0.07874016255
480	0.07858735458
481	0.07831942141
482	0.07811379066
483	0.07796770306
484	0.07777127094
485	0.07759827541
486	0.07737621346
487	0.07722290317
488	0.07699597984
489	0.07680133778
490	0.07662192052
491	0.07643838729
492	0.07626278709
493	0.07606176902
494	0.07585288903
495	0.07568717435
496	0.07542274955
497	0.07527428669
498	0.07505253172
499	0.07492575794
500	0.07475875897
501	0.07460950835
502	0.07450702939
503	0.07428407579
504	0.07409440245
505	0.07386444896
506	0.07373102443
507	0.07355537346
508	0.0734249418
509	0.07330858527
510	0.07314518827
511	0.0729017654
512	0.07276016554
513	0.07258347018
514	0.07242455373
515	0.07222952313
516	0.07212753036
517	0.07192976612
518	0.07174738695
519	0.0716075351
520	0.07146880865
521	0.07124574459
522	0.07099015309
523	0.07083481968
524	0.07065874655
525	0.07043538553
526	0.07031014287
527	0.07020843792
528	0.07002485543
529	0.06982727418
530	0.0696285718
531	0.06939102573
532	0.06917599832
533	0.06909028607
534	0.0689077554
535	0.06874834522
536	0.06857745591
537	0.06834023551
538	0.06822273576
539	0.06809615372
540	0.06794364207
541	0.06778785792
542	0.06768009661
543	0.06744524232
544	0.06731980447
545	0.06719590572
546	0.06705476483
547	0.0668350708
548	0.06670416905
549	0.06648760137
550	0.06631082002
551	0.06614518486
552	0.06599291158
553	0.06585709582
554	0.06570200628
555	0.06551787187
556	0.06538660273
557	0.0652495251
558	0.06509374908
559	0.06496472786
560	0.06481882764
561	0.06474558394
562	0.06461675258
563	0.06447490075
564	0.06434310107
565	0.06416252177
566	0.06405961506
567	0.06392801192
568	0.06387006111
569	0.06369732908
570	0.06356636439
571	0.06346567333
572	0.06331261682
573	0.06318408138
574	0.06312612783
575	0.06305609438
576	0.06288711764
577	0.06269931526
578	0.06257929905
579	0.06238418716
580	0.0622076748
581	0.06213481142
582	0.06206089608
583	0.06191586667
584	0.06175043137
585	0.06154383626
586	0.06133884195
587	0.06120954425
588	0.06113836628
589	0.06102604783
590	0.06082376886
591	0.06072181319
592	0.06053509813
593	0.06037952884
594	0.06021807101
595	0.06011664205
596	0.0600193647
597	0.05990073772
598	0.05974970838
599	0.05959278651
600	0.05948772238
601	0.05942376799
602	0.05927469485
603	0.05916357567
604	0.05904879867
605	0.05893284156
606	0.05877323978
607	0.05867498699
608	0.05852493803
609	0.05836219885
610	0.0581862793
611	0.05803525454
612	0.05793107206
613	0.05780828455
614	0.05772484724
615	0.05765981155
616	0.05750155991
617	0.05738999117
618	0.05730175913
619	0.0571690819
620	0.05703335067
621	0.05689258857
622	0.05671445619
623	0.0566184544
624	0.05647638404
625	0.05635995493
626	0.05623480623
627	0.05611570582
628	0.05593322632
629	0.05580249254
630	0.05566271063
631	0.0555498184
632	0.05539850186
633	0.05530625526
634	0.05514850453
635	0.05503676009
636	0.05495717834
637	0.05487352923
638	0.05473844366
639	0.05456239136
640	0.05442392991
641	0.05433248211
642	0.05412812075
643	0.05403423955
644	0.05385271084
645	0.05371248066
646	0.05355951
647	0.05341891937
648	0.05333644021
649	0.05323524833
650	0.05307289555
651	0.05293038791
652	0.05278984431
653	0.05271247643
654	0.05261863846
655	0.05247729959
656	0.05233617477
657	0.0521531468
658	0.0520548341
659	0.05197032058
660	0.05187866352
661	0.0518078301
662	0.05174301112
663	0.05159383213
664	0.05147826526
665	0.05140680175
666	0.05129513978
667	0.05119676856
668	0.05108163781
669	0.05099791408
670	0.05085841186
671	0.05078128031
672	0.05068156883
673	0.05051179546
674	0.05043387503
675	0.05032584685
676	0.05025076815
677	0.05016553762
678	0.05002751941
679	0.04989260523
680	0.04980478003
681	0.04970897182
682	0.04965592333
683	0.04957136444
684	0.04943063332
685	0.04934642374
686	0.04923376237
687	0.04907921501
688	0.04897580901
689	0.04886364112
690	0.04880039196
691	0.04871169222
692	0.04858239749
693	0.04853090871
694	0.04843734245
695	0.04836428464
696	0.04831051525
697	0.04818473212
698	0.04810633277
699	0.04797940043
700	0.04789475241
701	0.04779562528
702	0.0476639192
703	0.04757370178
704	0.04751392171
705	0.04742949803
706	0.04731065493
707	0.04724624329
708	0.047172069
709	0.04706881021
710	0.04699297312
711	0.04690469964
712	0.04678190012
713	0.04665902185
714	0.04653167887
715	0.04643464294
716	0.04627615713
717	0.04611740498
718	0.04603621694
719	0.0459506818
720	0.04581895067
721	0.04577917951
722	0.04571185891
723	0.04565872663
724	0.04553586487
725	0.04546435158
726	0.04531291265
727	0.04519898315
728	0.04510559338
729	0.04505319526
730	0.04498733166
731	0.04494885874
732	0.04489831413
733	0.04480467393
734	0.04474531164
735	0.04466179348
736	0.04458339649
737	0.04453682294
738	0.04441180929
739	0.04431355051
740	0.04424367737
741	0.04416591431
742	0.04403355315
743	0.04392325954
744	0.0438430933
745	0.04374969193
746	0.04368039285
747	0.0435748064
748	0.04347097318
749	0.04339447549
750	0.04330832666
751	0.04325229314
752	0.043164847
753	0.04306942899
754	0.04297816217
755	0.0428714364
756	0.04272362912
757	0.04263315198
758	0.04255150164
759	0.04247360844
760	0.04238166238
761	0.04230646487
762	0.04222874886
763	0.04213544487
764	0.04203197481
765	0.04195798301
766	0.04187023216
767	0.04177155841
768	0.04170002877
769	0.04161786605
770	0.04154251855
771	0.04143953354
772	0.04137601604
773	0.0413201293
774	0.04121555869
775	0.04114123701
776	0.04106917864
777	0.04092270298
778	0.04084546893
779	0.0407865602
780	0.04072914622
781	0.0406499929
782	0.04059142618
783	0.04055444855
784	0.04045960953
785	0.0403792882
786	0.04030261954
787	0.04023275251
788	0.04013207628
789	0.04004468748
790	0.03999750433
791	0.03991619462
792	0.0397794869
793	0.03972067723
794	0.039592962
795	0.03950405171
796	0.03946544393
797	0.03939558845
798	0.03932861661
799	0.03925537638
800	0.03919269673
801	0.03910505974
802	0.03901127635
803	0.03891073578
804	0.03883324
805	0.03872682763
806	0.03867309086
807	0.03854127591
808	0.03845631612
809	0.03840288778
810	0.03836696316
811	0.03833278789
812	0.03828860469
813	0.03821563473
814	0.03815772124
815	0.03810173813
816	0.03804450016
817	0.03793902857
818	0.03782103008
819	0.03776914435
820	0.03769035482
821	0.0376230418
822	0.03754735873
823	0.03747235859
824	0.03743084672
825	0.03737994044
826	0.03732595804
827	0.03729738605
828	0.03721994814
829	0.03719204183
830	0.03709399445
831	0.03704108563
832	0.03695678507
833	0.03688557961
834	0.03683523872
835	0.03675959982
836	0.03666293678
837	0.03663210143
838	0.03654069193
839	0.03647599865
840	0.03639850814
841	0.03631164022
842	0.03622136066
843	0.03613275545
844	0.03606576764
845	0.0359782968
846	0.03588416468
847	0.03581954561
848	0.03576490037
849	0.03566603585
850	0.03559139897
851	0.03553905878
852	0.0354706679
853	0.03536451947
854	0.03532356804
855	0.03524776003
856	0.03516936139
857	0.0350884657
858	0.03500715311
859	0.03488772762
860	0.03483178541
861	0.03479128918
862	0.0347217458
863	0.03465379729
864	0.03459045443
865	0.03450336298
866	0.03444556029
867	0.03436275728
868	0.03427986679
869	0.03421334339
870	0.03416178345
871	0.03411170301
872	0.03404895012
873	0.03400297586
874	0.03397305891
875	0.03387584754
876	0.03377919277
877	0.03373728431
878	0.03367921089
879	0.03361223039
880	0.03351290927
881	0.03347878113
882	0.03338819561
883	0.03334589985
884	0.03328734686
885	0.03323609038
886	0.03313411619
887	0.03307022548
888	0.03303805697
889	0.03295376608
890	0.03290868487
891	0.03284597341
892	0.03279185618
893	0.03273197658
894	0.03264586253
895	0.03257511151
896	0.03251156961
897	0.03248465863
898	0.03244651826
899	0.03239231421
900	0.03235079182
901	0.03229289098
902	0.03219761141
903	0.03214764066
904	0.03208824035
905	0.03204647591
906	0.03194644108
907	0.03188516935
908	0.03185592864
909	0.03179385694
910	0.03172822699
911	0.03169397167
912	0.03160625499
913	0.03151760914
914	0.03147116654
915	0.03137334507
916	0.03128558811
917	0.03122627657
918	0.03118028321
919	0.03113410061
920	0.03106199055
921	0.03098736727
922	0.03094597153
923	0.03091254092
924	0.03084349581
925	0.03081794959
926	0.03075889754
927	0.03069412157
928	0.03060303018
929	0.0305170872
930	0.03045614772
931	0.03041635995
932	0.03034302346
933	0.03029913706
934	0.03025136295
935	0.03017824603
936	0.03012454478
937	0.03007116728
938	0.03003017722
939	0.02999708604
940	0.02991618267
941	0.0298562615
942	0.02979047434
943	0.0297100393
944	0.02965781224
945	0.02958905442
946	0.02955483706
947	0.02954137369
948	0.02949951423
949	0.02944304541
950	0.0293992303
951	0.02936629512
952	0.02930349917
953	0.02926513271
954	0.02919458623
955	0.02912664985
956	0.02906866723
957	0.02898116242
958	0.02894320594
959	0.02889441152
960	0.02885470062
961	0.0288007583
962	0.02874272737
963	0.02866404652
964	0.02859447809
965	0.02855911565
966	0.02849472978
967	0.02844115905
968	0.02838668757
969	0.02830349703
970	0.02825183446
971	0.02822872049
972	0.02818480495
973	0.02814306639
974	0.02807914287
975	0.02804797085
976	0.02799975361
977	0.02792485481
978	0.02789547172
979	0.02782778915
980	0.02776516459
981	0.02770360735
982	0.02765793154
983	0.02762892737
984	0.02757385434
985	0.02752321565
986	0.02749974978
987	0.02743964997
988	0.02737820223
989	0.02735099484
990	0.0272978125
991	0.02721909908
992	0.02718164472
993	0.02712453922
994	0.02709849552
995	0.0270410531
996	0.02697667399
997	0.02689236766
998	0.02686132091
999	0.02683039752
